,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
267,BvMallinckrodt,panta rhei,"Hünxe, Deutschland",428,45,1257,32,"""The team did a good job and I thought I drove a good race, but the red flags changed everything.” 🚩😳

@LandoNorris shares his thoughts on the #SaudiArabianGP. Hear from the rest of the team too. 💬👇",[]
268,Alegengo,"Big things often have small beginning!
#Corinthians
#F1 #TeamLH #VB77 #Kimi7
#SaoPaulo #SanFrancisco #IowaCity #StLouis #Chicago #Milwaukee","São Paulo, Brasil",926,412,13735,322,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
269,WoreshaPeter,"Lover of life#YOLO IG: i_am_mwashighadi

Manchester United/Kaizer Chiefs","Nairobi, Kenya",1859,658,712,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
270,2r_ismael,,,851,261,20682,22,Crazy race with a lot going on but in the end happy to bring it home in one piece in P12. Lacking a little bit of pace to challenge for anything more but happy with the race we did! 🙌🏻 #SaudiArabianGP #NL6 https://t.co/bmqMBpzkMd,[]
271,_wayne7,"God | W.E |🎶Arsenal 🎶 | CR7, MJ, HAMILTON & NADAL|",Home,626,824,6820,322,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
272,Daniel54964022,,,43,3,1253,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
273,zoevos_,"no regrets only memories -DR dr03,mv33,ln04,cs55 ⩙ what a time to be a ferrari and mclaren fan😭🤙🏼",netherlands,266,245,561,159,"Max on Ziggo: ""Im not gonna talk about it, they don't deserve a word out of my mouth"".
#SaudiArabianGP",['SaudiArabianGP']
274,SWYGAntiMPrty,#CrimeaIsUkraine 🇺🇦🇺🇸🤜🏻🤛🏻  Solidarity with Poland Free Eastern Europe and Free Western Europe from Russian Influence,,333,29,576,1,"Hague tribunal: Russia occupies Crimea, it is a military conflict.

#SuperTunaByJin #SaudiArabianGP #SpiderManNoWayHome #SuperTunaDanceChallenge #Fortnite #GulderUltimateSearch #HODL #KQUEST_JAKE #LouisVuitton #OurMiracleSoobinDay #pantenealtinkelebek #OurBelovedSummer https://t.co/7cG7nkC5fr","['SuperTunaByJin', 'SaudiArabianGP', 'SpiderManNoWayHome']"
275,thomas_gnz,D1 Médecine | Strasbourg,Au Top,325,33,54,15132,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
276,Paulo_jrsep,@Palmeiras minha vida é vc💚 #DubNation 💛💙🏀 #PAZ 🕊 #SouBolsonarista 🇧🇷🙏🏽 #RapÉMinhaVida!❤️🎧 #DigaNãoàsDrogas❌🚭 #Palmeiras 💚🤍🟢⚪️,"Cidade Kemel - Poá, São Paulo ",317,235,3481,322,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
277,MMabelex,Mi pensamiento no esta diseñado para que la masa lo apruebe. Si no para liberar al mundo de su crisis moral.,,349,183,10326,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
278,luizmario_,Hightimes,"Zona Sul, SC",392,489,8027,15132,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
279,SquareDzn,,España,80,20,306,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
280,adam_danielg26,🇺🇸🇨🇺|-/ ❤️💙⚽️Chapman class of 2021,"Whittier, CA",641,153,28242,3920,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
281,ina_abdrahim,A girl with hyperphantasia ♠️1️⃣1️⃣,"Kuala Lumpur, Wilayah Persekut",723,63,34938,465,Red bull not pitting Verstappen and getting a red flag #F1 #SaudiArabianGP https://t.co/FstyBn1NX4,"['F1', 'SaudiArabianGP']"
282,queenfq33,"I speak fluent sarcasm
she/her
chemical engineering student",,1347,1258,55021,11,"Where to start? How about with an apology?! Driving standards sink lower and lower week after week. But, of course, in your mind you’re the victim. You believe you can do no wrong. Grow up. Do better! #F1 #SaudiArabianGP 🇸🇦 https://t.co/vtGbjx5kVX",[]
283,British12936348,hehehehehehhehe SUIIIIIIIII,"Manchester, England",116,5,159,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
284,chopanf,,,51,235,182604,438,"""That has got to be the craziest race I remember!""

Lewis and Bono debrief after the flag in Jeddah 🏁

#SaudiArabianGP 🇸🇦 #F1 https://t.co/XgpZ1KBKB2","['SaudiArabianGP', 'F1']"
285,coticostilla,"rbr, max verstappen & daniel ricciardo fan | taylor swift mi reina | hincha de la T y fan del cuarteto.","Córdoba, Argentina",268,414,20254,2411,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
286,cesar_omarvzla,"Ingeniero de la UNET fanatico del Deportivo Tachira y La Vinotinto. Esposo de @paty_troconis

Comento y analizo @varsport_1",Caracas- Venezuela,683,169,35404,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
287,JamesRo59344040,,,311,9,2605,0,"#saudiarabiangp   #AbuDhabiGP 

Hamilton and Mercedes are all favorites to win in Abu Dhabi, Red Bull doesn't have a car and speed to win, Mercedes has returned to dominance since the grand prix in Brazil.
And Mercedes with the super engine, should also dominate in 2022.","['saudiarabiangp', 'AbuDhabiGP']"
288,_tredecim_,"#Bitcoin
#PoweredByHonda",Харків,993,1382,19644,3920,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
289,rutings,🇵🇹 | FC Porto 1893,"Sintra, Portugal",176,1100,174862,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
290,valentiinavg,"⚕ / come as you are, as you were, as I want you to be.",💜💚,459,477,13921,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
291,_beatriz_nf_,16 | Gaia | ig: https://t.co/H6v525aIAs,,120,23,863,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
292,Mao2110,,"Bogotá, Colombia",188,80,1047,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
293,23Eddie11,"Músico fracasado.
Conocer grupos no significa que sepas algo de música.
But I remember everything.
Campo, playa y sierra.",Castellón,497,176,27837,134,"WTF they use for front wings? 

#SaudiArabianGP https://t.co/Ahg84RXHEK",['SaudiArabianGP']
294,WaggishRiposte,"kashmiri // isbu, barça & f1 // stan women in sports","Islamabad, Pakistan",392,3691,93292,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
295,Denshen_,"❤️💞@y_trishia💞❤️

✨Pronto llegará la primavera, la estación en la que te conocí. Una primavera en la que ya no estarás✨",Spain,1044,196,17423,2229,"Can't. Stop. Watching. 😍

#SaudiArabianGP 🇸🇦 #F1 @Max33Verstappen https://t.co/MSd0eAxX6Y","['SaudiArabianGP', 'F1']"
296,WoolfHopkinson,"God fearing, Jesus loving. Love Formula 1, favourite celeb is @LewisHamilton and I'm his biggest fan. #LewisNation #TeamLH #BlackLivesMatter #1️⃣0️⃣2️⃣","Toronto, Canada",583,560,9942,76,Verstappen leads the championship by virtue of his ‘win’ at Spa. Let that sink in. Madness… #F1 #SaudiArabianGP 🇸🇦,"['F1', 'SaudiArabianGP']"
297,waispear,just a fella  🇰🇪 /  @waispear_ is also mine but I forgot the password  / @chelseafc,"Kampala, Uganda",39,22,809,2411,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
298,Aiphos2,Vida real... Ou não!!!,Planet Earth,1236,652,66962,2411,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
299,f1mclarenfan,McLaren superfan. Only tweets about F1 & McLaren. #FansLikeNoOther McLaren+ Papaya member. #SendIt,UK,10616,11139,70023,776,"From P11 to P5. 👏 Brilliant drive from the 🍯🦡 tonight!

#SaudiArabianGP 🇸🇦 https://t.co/IMy2XhLTPj",['SaudiArabianGP']
300,shawarmapapii,,,185,191,14860,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
301,JAISURYAN,I am a diehard THALAIVAR RAJNIKANTH and SURIYA fan.I have a passion for photography too.. enjoying the present moment of life.. :),"Coimbatore/ Warsaw, Poland",2076,2015,353517,191,"Second place means the title fight goes on to the final race of the season for Max 

#SaudiArabianGP 🇸🇦 #F1 https://t.co/JTMYZOU1TD","['SaudiArabianGP', 'F1']"
302,JONRGUEZCRZ,I think it's a blessing not to know how bad I was doing something because if I had know I probably would have given up a lot of things.,,263,69,1252,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
303,hennik74,| trotse vader | running | cycling | beach |,Noordwijkerhout,287,122,6774,1,"""If you no longer go for a gap that exists you are no longer a racing driver""
Quick, someone let Lewis know.
#SaudiArabianGP https://t.co/bp1zDh49Rs",[]
304,Ferdhikaa_,Pecinta kucing tapi ga punya kucing,,73,33,231,15132,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
305,OmegaTexasTV,just hangin',DFW,409,266,5350,974,"Christian Horner and Toto Wolff during the Red Flags:

#F1 #WTF1 #SaudiArabianGP 
https://t.co/ktgilboEzJ","['F1', 'WTF1', 'SaudiArabianGP']"
306,ReflectionsBaby,https://t.co/m8sxwCuSht,,736,909,6593,3,#Vettel likes his #babydoge #reflections #SaudiArabianGP https://t.co/i2hDIAvADj,"['Vettel', 'babydoge', 'reflections', 'SaudiArabianGP']"
307,zizousbaldhead,"Depressed Scuderia Ferrari fan 🏎

Constantly collecting 🔻every week in FPL

#LakeShow 🏀 #TeamKhabib 🦅 #HalaMadrid ⚽ #VamosRafa 🎾 #RCB 🏏",Southpark ,1384,235,41401,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
308,hxrlxnd,YORKSHIRE,‘Uddersfield,96,47,3401,15,"Max Verstappen getting Driver of the Day award just shows you that there are people out here who, despite everything Max does, still think that Lewis Hamilton is THE dirtier driver and Mad Max is the Saint.
Crazy people🤦🏽‍♂️

#SaudiArabianGP",[]
309,Alberth97423446,,,125,1,207,3920,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
310,zbiku12,| Xbox | Forza Series | Samsung | Motoryzacja | DisneyPlus | Marvel |,"Warszawa, Polska",438,118,7511,322,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
311,Naifaoo,93/86 💙,,553,333,13115,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
312,fantasticoF1,La F1 al segundo y en español. Retransmisión en directo de todos los grandes premios (no afiliado en modo alguno con http://t.co/byDAqbBKpp).,Madrid,270,29026,94680,7,"2021 #SaudiArabianGP 🇸🇦 Race Result
#F1 #Formula1 https://t.co/zDL8uxbNLN","['SaudiArabianGP', 'F1', 'Formula1']"
313,Agus_avila04,💜Gimnasia artística💜,,63,25,22005,32,"""The team did a good job and I thought I drove a good race, but the red flags changed everything.” 🚩😳

@LandoNorris shares his thoughts on the #SaudiArabianGP. Hear from the rest of the team too. 💬👇",[]
314,hritesh1846,,"West Bengal, India",155,35,652,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
315,novicejetsetter,Dad | Lvl. 28 | 🇭🇳 | COYS | Swing/Options Trader,"Atlanta, GA",447,141,5730,2411,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
316,boboh_cyn,THE LADY 💁,Nairobi,602,1432,72041,2411,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
317,kazunori11,"F1とグループCをこよなく愛しています！MT車しか乗っておらずAT車恐怖症の気があるかも(笑)
freakSide会員、ごきんじょるの友の会会員。無言フォローすいません。今後の予定は…今の所ありません💧",なんじょる県なんじょる市君が笑むDear町(埼玉県民),4961,2092,210934,322,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
318,malgreem,#HalaMadrid #F1 #Max33 ❤️,المملكة الأردنية الهاشمية,193,1212,34838,2709,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
319,FrankFaul,"UNLV Alumni Class of '18

Views do not represent the DoD or any other organization","Las Vegas, NV",1294,137,17154,428,"Bottas on the podium 👀🤣
#SaudiArabianGP #WTF1 https://t.co/qdt7YHH5Rq","['SaudiArabianGP', 'WTF1']"
320,marcelopanzetti,,"São Paulo, Brasil",3034,1515,17934,2,"New livery for #AbuDhabiGP ??
#SaudiArabianGP #F1 #Verstappen #Hamilton #MercedesAMGF1 #Mafia #LetThemFight #MasiOut #RedBull https://t.co/3X3IgBi3Wk","['AbuDhabiGP', 'SaudiArabianGP', 'F1', 'Verstappen', 'Hamilton', 'MercedesAMGF1', 'Mafia', 'LetThemFight', 'MasiOut']"
321,DebbieNunn1234,Democrat fighting for democracy in the time of rising Autocracy. Animal lover. Sports fanatic. I'm in a committed relationship so keep your DM's to yourself. 🌊,,3275,2725,52947,2,"Do you #rinse #dishes before placing them in the #dishwasher?

#FortniteFlipped #MINvsDET #BobDole #JoeBrady #LACvsCIN #PHIvsNYJ #SaudiArabianGP #SFvsSEA #BALvsPIT #NYGvsMIA #PHIvsNYJ","['rinse', 'dishes', 'dishwasher', 'FortniteFlipped', 'MINvsDET', 'BobDole', 'JoeBrady', 'LACvsCIN', 'PHIvsNYJ']"
322,RidhwanAzmai,A kid with dream to racing 💫,Malaysia,314,69,5592,309,"VIRTUAL SAFETY CAR (LAP 23/50)

Tsunoda brings out the VSC after colliding with Vettel

He pits for repairs a the end of the lap

#SaudiArabianGP 🇸🇦 #F1 https://t.co/9wrUAquHLN",[]
